559112,24
396051,40
198549,21
127779,49
508341,40
903187,20
487355,23
059865,8
385088,11
501072,8
170258,9
841312,10
095562,19
481416,24
015495,21
570820,19
015826,39
801696,12
030593,20
339515,21
986968,15
154336,22
466052,14
768887,31
978189,18
129700,37
256792,16
329144,19
485664,11
067876,2
220624,13
569749,22
252783,12
401455,20
750182,36
687699,23
615914,19
418293,19
585539,13
517821,24
451955,24
556282,12
401257,23
714865,4
708644,19
930750,6
967927,22
623512,22
125880,49
285866,17
973370,21
583088,15
905240,34
899476,12
558692,21
645234,19
413633,18
403113,47
556340,11
253237,11
664953,19
167973,10
296145,20
481531,8
664797,18
857193,12
969410,17
921163,12
189282,37
051821,1
878223,11
259580,17
292375,23
407205,31
752923,35
230383,19
897827,17
392571,9
489039,5
680157,3
354100,8
560268,11
214312,26
251181,35
765925,29
738112,16
916858,16
572065,5
297358,3
091769,17
967414,7
968503,21
140038,26
595116,12
102269,19
418079,12
155614,41
229229,12
274639,21
870675,2
765149,23
646356,22
566661,33
545483,23
625301,38
713875,14
572438,16
501262,2
880559,21
391292,15
706119,40
099143,8
095018,12
562231,5
396820,21
100875,17
931436,27
277079,36
091314,4
895524,17
578708,18
285601,36
681569,20
452771,20
426080,23
848069,23
177493,14
526210,11
684191,31
019562,4
561910,22
919803,20
312207,8
899021,22
673152,20
677260,18
735910,13
974733,24
880971,31
223669,18
957126,2
205625,34
365155,20
392167,20
524595,17
166322,25
286856,24
010595,29
581504,20
537498,16
369645,4
010389,9
014274,10
713461,14
964908,11
137224,4
669689,10
725507,28
451625,4
358549,11
927806,17
888263,20
993386,14
810119,23
148528,20
079855,4
551721,15
424242,22
071993,36
367789,4
528802,12
862490,20
755769,33
574517,18
917567,10
459636,34
498212,15
546689,2
751669,16
860833,25
310029,20
232579,14
801373,22
298778,7
334136,8
627018,29
338731,36
734434,7
202739,8
326082,29
577056,17
195875,35
104448,27
491910,29
146746,20
308262,7
123596,47
025684,4
056010,32
174821,36
293605,37
863514,20
961565,34
513507,11
143057,10
585430,4
553578,32
595223,16
486274,2
601344,32
972836,49
876110,4
090407,3
492843,22
615831,21
021840,13
096453,31
257105,11
476069,22
576736,5
232892,44
629824,20
976688,24
256321,20
094623,19
839431,16
367227,20
563304,7
973602,9
328781,19
089102,43
730580,24
213348,17
349779,12
221572,35
653550,20
079392,15
966812,23
435024,15
301531,19
824862,22
899708,11
339382,12
224394,20
762914,3
894956,26
596981,13
398636,16
108035,17
144352,22
589580,28
784215,48
129734,33
644625,12
300418,41
611376,44
933903,25
609636,33
418210,1
279893,5
738534,23
888016,23
861229,11
872622,23
633479,24
682898,32
424929,5
454355,21
466839,11
982611,32
976910,49
537563,20
601575,32
927426,18
087361,5
640060,4
597294,30
562595,9
708032,21
418707,27
780221,7
978601,11
558213,17
655191,9
118265,8
918516,15
553636,17
708412,15
259887,22
462226,8
313023,11
968115,8
396861,20
132563,24
986612,29
909606,45
045088,8
475913,25
395327,3
142513,7
411538,12
852400,29
478933,21
966556,21
772889,27
597153,26
502609,9
799502,17
330183,19
493270,24
893503,33
778449,8
077321,32
892638,17
595355,9
567446,19
338095,39
981183,30
304139,26
506295,20
540955,12
670653,45
736611,15
152967,21
346346,12
786624,45
973305,10
842096,36
060558,20
961375,22
637439,24
457887,24
007823,2
371237,23
452888,11
364430,19
026658,5
276022,20
478420,20
655621,9
015354,9
520593,27
061515,49
653220,14
170332,12
306316,7
950840,5
537696,46
467282,13
685578,21
788885,17
989434,25
769562,32
937060,15
103473,25
960476,22
289660,2
155234,20
894055,24
006593,20
644427,14
066449,14
364448,17
176479,6
053074,35
104687,9
517128,9
126516,4
720367,19
926568,31
876714,25
158345,34
210401,31
142190,12
839159,18
985929,32
453100,27
639807,15
951715,21
147074,5
314120,22
649368,11
908558,48
037705,7
451823,16
994624,15
036608,4
266247,23
873869,23
836924,19
831578,14
960641,34
696740,17
147900,15
241570,19
341156,8
310896,23
185686,14
911768,8
265843,20
973560,32
729525,12
710020,23
984823,25
234781,12
773325,6
854190,50
535898,9
444919,21
420703,24
111914,14
719138,17
004846,4
684969,34
727685,31
619387,6
907709,23
673269,8
334920,4
918896,8
130963,19
057380,14
796821,25
627885,3
861518,18
243717,15
979559,48
295261,15
271486,45
378034,20
836205,33
368514,34
949586,16
638882,20
804625,15
837427,29
469833,14
274969,32
126151,19
989020,17
858100,29
420299,14
755652,43
585620,26
043562,29
090282,21
838904,30
683466,45
255950,12
786517,11
787804,31
267716,23
925164,6
843375,9
563163,11
780296,34
164301,2
755520,20
764548,9
146977,11
919985,9
420588,51
590521,6
123398,11
740464,14
750570,5
847970,5
238055,16
651687,34
953323,8
184648,9
071506,5
853903,11
396267,16
362954,5
662106,15
830877,17
659227,18
545376,10
693572,36
217828,20
374561,12
158675,9
098459,28
736272,25
545525,20
800979,22
804062,19
208140,4
244319,22
964007,1
166850,15
276154,2
613232,20
867531,19
543249,11
254722,36
581330,29
522201,21
135400,2
129163,35
773895,7
780270,27
645721,22
492348,12
950428,4
743161,11
910810,14
383554,29
948257,8
862995,2
537597,4
127365,48
641852,8
401273,45
061259,15
079913,4
940213,49
523431,7
528323,29
707794,11
168062,5
215608,22
109280,19
500405,21
326504,46
723072,49
455204,8
840710,20
559179,4
697581,7
864546,15
483933,8
167890,43
156562,14
489377,11
209973,34
500082,30
943407,38
566414,3
611780,19
320895,12
713586,12
432849,3
301143,46
131243,35
683854,27
449058,15
012583,20
590968,34
659615,14
273938,11
174128,34
240101,1
289355,11
780460,7
945295,10
692079,11
229757,33
657148,9
875930,19
233049,20
855627,20
617803,20
948307,11
349837,11
266148,10
832519,20
105312,20
118281,9
557603,12
082776,8
351197,15
744953,17
238790,21
470096,6
005504,24
121467,24
087692,8
825141,19
601245,39
645002,22
651778,15
472407,32
153320,22
851816,49
880880,36
222158,36
764993,21
803460,15
095133,31
991315,15
602110,19
947382,7
665471,28
468439,24
174912,4
585422,11
504258,34
140350,16
984377,31
361568,24
445171,12
088583,21
792713,21
811646,2
364752,14
582577,26
818286,45
276832,12
390245,8
554063,11
320481,28
898841,44
390088,7
883942,37
871673,32
792754,3
314567,49
555441,15
328724,25
715466,26
447615,31
871871,27
814525,3
966614,35
253526,11
643643,24
375410,20
746529,18
321836,26
957134,32
746974,21
597849,15
645838,13
610303,9
229005,9
079970,10
306894,11
272682,12
303834,10
596064,12
763045,38
317115,19
252858,45
851527,11
252486,22
648253,8
662965,9
149039,19
436790,15
096024,20
680553,15
834945,27
093070,5
886002,18
644211,27
684480,9
891481,37
827642,4
056929,11
855239,14
079004,40
043935,15
574665,15
765727,24
305847,19
129882,11
847418,15
685495,29
812537,10
917997,22
326413,2
944488,13
406918,38
182105,16
801795,9
182378,20
440404,14
814012,5
720672,9
913988,41
985622,44
716688,31
572933,23
302844,8
088476,9
345678,4
411934,10
117044,14
762237,2
786244,13
981951,31
113753,36
058800,20
506865,12
235994,30
075176,29
009720,14
521567,45
242602,12
623991,17
375931,20
985226,32
255919,24
635789,4
084723,21
549832,19
858571,5
957811,7
995472,21
292458,4
612655,15
189118,32
907188,12
223057,10
969006,8
394346,20
222190,37
422279,3
721522,17
660894,26
829192,12
845511,33
130914,3
920322,9
235283,21
366039,22
144519,22
868133,19
298679,10
245894,25
198267,19
096123,10
312074,11
696807,35
519462,19
038489,32
458711,20
071464,5
988659,23
086314,17
882571,4
599894,12
894170,21
496950,11
346247,16
536375,38
811919,4
073833,26
671339,14
168302,17
310516,22
570689,31
746875,32
701250,9
897975,4
200345,29
592295,2
555110,15
022285,34
728287,9
131003,15
099473,38
017566,7
654400,19
055954,24
052282,6
486845,6
201269,32
009746,4
163816,17
981712,20
720748,17
452714,16
387217,24
009183,45
032722,37
548560,11
393470,26
046920,19
099200,11
063602,12
028647,11
343590,31
715615,31
054130,12
262782,37
051664,19
043950,11
300004,15
499012,12
701698,46
991463,21
087122,24
787275,21
139592,25
399618,23
634030,14
589978,8
456475,12
417782,11
950402,31
394098,14
840389,24
761098,22
804807,21
059048,11
381939,15
759134,25
313676,2
624825,8
399030,22
560052,20
980235,7
068833,11
853937,15
897538,49
832972,17
152140,8
786806,16
718163,2
787648,2
259440,20
590869,5
772806,20
291443,25
979179,8
947135,21
173211,12
561563,36
552687,20
396747,23
669937,42
825190,45
083527,27
403444,24
742635,23
752303,35
821371,1
285460,20
795328,19
749598,26
055178,3
407155,20
543496,10
231084,8
783274,19
068767,20
095273,22
008524,25
634253,7
311647,8
202366,22
068858,35
740795,19
166181,40
872481,8
759118,8
919688,1
477471,15
227959,10
254037,21
790154,9
443382,21
253062,18
779215,6
748624,19
665224,20
102368,35
590505,16
802504,10
015180,9
175042,45
942284,32
797662,39
802975,19
107524,22
590885,12
387571,18
593400,5
348466,23
190314,33
368902,12
556191,23
387993,11
828012,23
709493,11
049858,3
696195,9
875344,29
270264,4
871657,31
054437,12
219659,17
672634,19
456772,12
315697,23
676593,26
209536,17
666768,22
924191,21
667501,20
500512,19
919126,11
346379,46
008771,3
957530,19
204313,10
737866,20
635326,8
817817,12
045021,34
578492,29
932434,23
595371,8
239657,29
535633,20
237339,23
347369,7
226704,9
526376,12
982686,12
220533,6
463299,16
033779,32
971689,17
631515,24
224816,10
571182,22
672097,12
860098,11
054973,8
744359,12
988840,47
504365,15
476267,20
550921,12
105726,29
668731,21
